RouteNumber,Source,Target,SourceLong,SourceLat,TargetLong,TargetLat,TotalStations
100,Kendriya Terminal,Regal,77.203,28.617,77.217,28.63,11
100,Regal,Shivaji Stadium,77.217,28.63,77.215,28.632,
100,Shivaji Stadium,Chitra Gupta Road,77.215,28.632,77.208537,28.641385,
100,Chitra Gupta Road,Master Prithvi Nath Marg / Faiz Road,77.208537,28.641385,77.198,28.652,
100,Master Prithvi Nath Marg / Faiz Road,Ice Factory,77.198,28.652,77.209181,28.666948,
100,Ice Factory,Malka Ganj,77.209181,28.666948,77.201,28.677,
100,Malka Ganj,Maurice Nagar,77.201,28.677,77.205,28.686,
100,Maurice Nagar,G.T.B. Nagar,77.205,28.686,77.2060021632,28.698215324,
100,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
100,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
100A,Kendriya Terminal,R.M.L. Hospital,77.203,28.617,77.198,28.624,14
100A,R.M.L. Hospital,Regal,77.198,28.624,77.217,28.63,
100A,Regal,Chitra Gupta Road,77.217,28.63,77.208537,28.641385,
100A,Chitra Gupta Road,Master Prithvi Nath Marg / Faiz Road,77.208537,28.641385,77.198,28.652,
100A,Master Prithvi Nath Marg / Faiz Road,Ice Factory,77.198,28.652,77.209181,28.666948,
100A,Ice Factory,Malka Ganj,77.209181,28.666948,77.201,28.677,
100A,Malka Ganj,Maurice Nagar,77.201,28.677,77.205,28.686,
100A,Maurice Nagar,G.T.B. Nagar,77.205,28.686,77.2060021632,28.698215324,
100A,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
100A,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
100A,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
100A,G.T.K. Depot,Sameypur,77.1583198811,28.731536134,77.146,28.742,
100A,Sameypur,Badli Railway Station,77.146,28.742,77.1372381847,28.7453477905,
100EXTN,Kendriya Terminal,R.M.L. Hospital,77.203,28.617,77.198,28.624,13
100EXTN,R.M.L. Hospital,Regal,77.198,28.624,77.217,28.63,
100EXTN,Regal,Chitra Gupta Road,77.217,28.63,77.208537,28.641385,
100EXTN,Chitra Gupta Road,Master Prithvi Nath Marg / Faiz Road,77.208537,28.641385,77.198,28.652,
100EXTN,Master Prithvi Nath Marg / Faiz Road,Ice Factory,77.198,28.652,77.209181,28.666948,
100EXTN,Ice Factory,Malka Ganj,77.209181,28.666948,77.201,28.677,
100EXTN,Malka Ganj,Maurice Nagar,77.201,28.677,77.205,28.686,
100EXTN,Maurice Nagar,G.T.B. Nagar,77.205,28.686,77.2060021632,28.698215324,
100EXTN,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
100EXTN,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
100EXTN,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
100EXTN,G.T.K. Depot,Sameypur,77.1583198811,28.731536134,77.146,28.742,
101,Nizamuddin Railway Station,Police Station Nizamuddin,77.253,28.586,77.244,28.591,15
101,Police Station Nizamuddin,Golf Club / Sunder Nagar,77.244,28.591,77.240665,28.602168,
101,Golf Club / Sunder Nagar,Supreme Court,77.240665,28.602168,77.24,28.623,
101,Supreme Court,Delhi Gate,77.24,28.623,77.2408488688,28.6411455393,
101,Delhi Gate,Red Fort,77.2408488688,28.6411455393,77.236,28.654,
101,Red Fort,ISBT / Kashmiri Gate,77.236,28.654,77.229,28.666,
101,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
101,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
101,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
101,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
101,Adarsh Nagar,Jahangir Puri,77.170962,28.7157508187,77.163331,28.725362,
101,Jahangir Puri,Durga Chowk,77.163331,28.725362,77.1630559264,28.74135644,
101,Durga Chowk,Shraddhanand Colony,77.1630559264,28.74135644,77.160287849,28.7466678722,
101,Shraddhanand Colony,Swaroop Nagar JJ Colony GT Road,77.160287849,28.7466678722,77.15,28.751,
101BCLUSTER,Old Delhi Railway Station,Kauria Bridge,77.224,28.66,77.234,28.66,35
101BCLUSTER,Kauria Bridge,GPO,77.234,28.66,77.234,28.661,
101BCLUSTER,GPO,Guru Gobind Singh Indraprastha University (Kashmere Gate),77.234,28.661,77.234,28.664,
101BCLUSTER,Guru Gobind Singh Indraprastha University (Kashmere Gate),ISBT / Kashmiri Gate,77.234,28.664,77.229,28.666,
101BCLUSTER,ISBT / Kashmiri Gate,ISBT Kashmere Gate (Nityanand Marg),77.229,28.666,77.225,28.668,
101BCLUSTER,ISBT Kashmere Gate (Nityanand Marg),Ludlow Castle,77.225,28.668,77.225,28.672,
101BCLUSTER,Ludlow Castle,Exchange Store,77.225,28.672,77.224,28.676,
101BCLUSTER,Exchange Store,Civil Line Metro Station,77.224,28.676,77.224,28.678,
101BCLUSTER,Civil Line Metro Station,I P College,77.224,28.678,77.223,28.68,
101BCLUSTER,I P College,Old Secretariat,77.223,28.68,77.222,28.683,
101BCLUSTER,Old Secretariat,Vidhan Sabha Metro Station,77.222,28.683,77.221,28.687,
101BCLUSTER,Vidhan Sabha Metro Station,Khyber Pass,77.221,28.687,77.221,28.69,
101BCLUSTER,Khyber Pass,Mall Road,77.221,28.69,77.218,28.693,
101BCLUSTER,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
101BCLUSTER,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
101BCLUSTER,I.N.S. Hostel,G.T.B. Nagar,77.212,28.696,77.2060021632,28.698215324,
101BCLUSTER,G.T.B. Nagar,New Police Lines,77.2060021632,28.698215324,77.203,28.699,
101BCLUSTER,New Police Lines,Alpna Cinema,77.203,28.699,77.1939532553,28.7026226127,
101BCLUSTER,Alpna Cinema,Model Town II,77.1939532553,28.7026226127,77.19,28.704,
101BCLUSTER,Model Town II,Model Town III,77.19,28.704,77.185,28.706,
101BCLUSTER,Model Town III,Azadpur Metro station,77.185,28.706,77.18,28.707,
101BCLUSTER,Azadpur Metro station,Azadpur Terminal,77.18,28.707,77.177743,28.708115,
101BCLUSTER,Azadpur Terminal,New Sabzi Mandi,77.177743,28.708115,77.172,28.714,
101BCLUSTER,New Sabzi Mandi,Adarsh Nagar / Bharola Village,77.172,28.714,77.17,28.715,
101BCLUSTER,Adarsh Nagar / Bharola Village,Sarai Peepal Thala,77.17,28.715,77.166,28.72,
101BCLUSTER,Sarai Peepal Thala,Mahindra Park (Pitampura),77.166,28.72,77.1656016998,28.7218727914,
101BCLUSTER,Mahindra Park (Pitampura),Jahangirpuri GT Road,77.1656016998,28.7218727914,77.162,28.725,
101BCLUSTER,Jahangirpuri GT Road,Jahangir Puri Metro Station,77.162,28.725,77.161,28.727,
101BCLUSTER,Jahangir Puri Metro Station,G.T.K. Depot,77.161,28.727,77.1583198811,28.731536134,
101BCLUSTER,G.T.K. Depot,Mukraba Chowk,77.1583198811,28.731536134,77.152,28.732,
101BCLUSTER,Mukraba Chowk,Sanjay Gandhi Transport Nagar,77.152,28.732,77.154,28.738,
101BCLUSTER,Sanjay Gandhi Transport Nagar,Libas Pur G.T. Road,77.154,28.738,77.15,28.751,
101BCLUSTER,Libas Pur G.T. Road,Swaroop Nagar JJ Colony GT Road,77.15,28.751,77.15,28.751,
101BCLUSTER,Swaroop Nagar JJ Colony GT Road,Swaroop Nagar JJ Colony,77.15,28.751,77.162,28.755,
101EXTNCLUSTER,Old Delhi Railway Station,Kauria Bridge,77.224,28.66,77.234,28.66,34
101EXTNCLUSTER,Kauria Bridge,GPO,77.234,28.66,77.234,28.661,
101EXTNCLUSTER,GPO,Guru Gobind Singh Indraprastha University (Kashmere Gate),77.234,28.661,77.234,28.664,
101EXTNCLUSTER,Guru Gobind Singh Indraprastha University (Kashmere Gate),ISBT / Kashmiri Gate,77.234,28.664,77.229,28.666,
101EXTNCLUSTER,ISBT / Kashmiri Gate,ISBT Kashmere Gate (Nityanand Marg),77.229,28.666,77.225,28.668,
101EXTNCLUSTER,ISBT Kashmere Gate (Nityanand Marg),Ludlow Castle,77.225,28.668,77.225,28.672,
101EXTNCLUSTER,Ludlow Castle,Exchange Store,77.225,28.672,77.224,28.676,
101EXTNCLUSTER,Exchange Store,Civil Line Metro Station,77.224,28.676,77.224,28.678,
101EXTNCLUSTER,Civil Line Metro Station,I P College,77.224,28.678,77.223,28.68,
101EXTNCLUSTER,I P College,Old Secretariat,77.223,28.68,77.222,28.683,
101EXTNCLUSTER,Old Secretariat,Vidhan Sabha Metro Station,77.222,28.683,77.221,28.687,
101EXTNCLUSTER,Vidhan Sabha Metro Station,Khyber Pass,77.221,28.687,77.221,28.69,
101EXTNCLUSTER,Khyber Pass,Mall Road,77.221,28.69,77.218,28.693,
101EXTNCLUSTER,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
101EXTNCLUSTER,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
101EXTNCLUSTER,I.N.S. Hostel,G.T.B. Nagar,77.212,28.696,77.2060021632,28.698215324,
101EXTNCLUSTER,G.T.B. Nagar,New Police Lines,77.2060021632,28.698215324,77.203,28.699,
101EXTNCLUSTER,New Police Lines,Alpna Cinema,77.203,28.699,77.1939532553,28.7026226127,
101EXTNCLUSTER,Alpna Cinema,Model Town II,77.1939532553,28.7026226127,77.19,28.704,
101EXTNCLUSTER,Model Town II,Model Town III,77.19,28.704,77.185,28.706,
101EXTNCLUSTER,Model Town III,Azadpur Metro station,77.185,28.706,77.18,28.707,
101EXTNCLUSTER,Azadpur Metro station,Azadpur Terminal,77.18,28.707,77.177743,28.708115,
101EXTNCLUSTER,Azadpur Terminal,New Sabzi Mandi,77.177743,28.708115,77.172,28.714,
101EXTNCLUSTER,New Sabzi Mandi,Adarsh Nagar / Bharola Village,77.172,28.714,77.17,28.715,
101EXTNCLUSTER,Adarsh Nagar / Bharola Village,Sarai Peepal Thala,77.17,28.715,77.166,28.72,
101EXTNCLUSTER,Sarai Peepal Thala,Mahindra Park (Pitampura),77.166,28.72,77.1656016998,28.7218727914,
101EXTNCLUSTER,Mahindra Park (Pitampura),Jahangirpuri GT Road,77.1656016998,28.7218727914,77.162,28.725,
101EXTNCLUSTER,Jahangirpuri GT Road,Jahangir Puri Metro Station,77.162,28.725,77.161,28.727,
101EXTNCLUSTER,Jahangir Puri Metro Station,G.T.K. Depot,77.161,28.727,77.1583198811,28.731536134,
101EXTNCLUSTER,G.T.K. Depot,Mukraba Chowk,77.1583198811,28.731536134,77.152,28.732,
101EXTNCLUSTER,Mukraba Chowk,Sanjay Gandhi Transport Nagar,77.152,28.732,77.154,28.738,
101EXTNCLUSTER,Sanjay Gandhi Transport Nagar,Libas Pur G.T. Road,77.154,28.738,77.15,28.751,
101EXTNCLUSTER,Libas Pur G.T. Road,Swaroop Nagar GT Road,77.15,28.751,77.147,28.758,
102,Old Delhi Railway Station,Mori Gate,77.224,28.66,77.221,28.666,16
102,Mori Gate,Ice Factory,77.221,28.666,77.209181,28.666948,
102,Ice Factory,Malka Ganj,77.209181,28.666948,77.201,28.677,
102,Malka Ganj,R.P. Bagh,77.201,28.677,77.193,28.688,
102,R.P. Bagh,Bara Bagh,77.193,28.688,77.183079,28.701728,
102,Bara Bagh,Ashok Vihar X-ing,77.183079,28.701728,77.167248,28.702757,
102,Ashok Vihar X-ing,Wazirpur Depot,77.167248,28.702757,77.151,28.694,
102,Wazirpur Depot,Pitam Pura J.D. Block,77.151,28.694,77.134,28.701,
102,Pitam Pura J.D. Block,"Rohini Sector 7,8,9 X-ing",77.134,28.701,77.1249169963,28.7081856248,
102,"Rohini Sector 7,8,9 X-ing",Rohini Sector 24 Nallah / Rohini Sector 24 Gas Plant,77.1249169963,28.7081856248,77.0980812175,28.7274879553,
102,Rohini Sector 24 Nallah / Rohini Sector 24 Gas Plant,Rohini Sector 23,77.0980812175,28.7274879553,77.0781198026,28.7212357036,
102,Rohini Sector 23,Rohini Sector 20 JJ Colony,77.0781198026,28.7212357036,77.0665012378,28.7091057279,
102,Rohini Sector 20 JJ Colony,Rohini Sector 22 (Lakhi Ram Park),77.0665012378,28.7091057279,77.059,28.714,
102STL,Madhuban Chowk,Rohini Sector 7/8 X-ing,77.133,28.702,77.125,28.707,8
102STL,Rohini Sector 7/8 X-ing,Rohini Sector 24 Nallah / Rohini Sector 24 Gas Plant,77.125,28.707,77.0980812175,28.7274879553,
102STL,Rohini Sector 24 Nallah / Rohini Sector 24 Gas Plant,Rohini Sector 23,77.0980812175,28.7274879553,77.0781198026,28.7212357036,
102STL,Rohini Sector 23,Rohini Sector 22 (Lakhi Ram Park),77.0781198026,28.7212357036,77.059,28.714,
102STL,Rohini Sector 22 (Lakhi Ram Park),Inder Enclave,77.059,28.714,77.05,28.7,
103,Fatehpuri,ISBT / Kashmiri Gate,77.223935,28.660643,77.229,28.666,16
103,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
103,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
103,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
103,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
103,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
103,G.T.K. Depot,Badli G.T. Road,77.1583198811,28.731536134,77.1529000243,28.7416424468,
103,Badli G.T. Road,Nangli Poonam,77.1529000243,28.7416424468,77.143,28.772,
103,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
103,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
103,Ali Pur,Ali Pur Garhi,77.1395071983,28.7963520569,77.1277266528,28.798020701,
103,Ali Pur Garhi,Minda Farm,77.1277266528,28.798020701,77.1223045734,28.7977103339,
103,Minda Farm,Shah Pur Garhi,77.1223045734,28.7977103339,77.102,28.817,
103,Shah Pur Garhi,Bhor Garh,77.102,28.817,77.0946150086,28.8292975832,
103,Bhor Garh,Narela Terminal,77.0946150086,28.8292975832,77.088,28.852,
103EXTN,Tri Nagar Jai Mata Market,Keshav Puram B-3,77.1556761758,28.6813932082,77.163,28.685,13
103EXTN,Keshav Puram B-3,Ashok Vihar X-ing,77.163,28.685,77.167248,28.702757,
103EXTN,Ashok Vihar X-ing,Adarsh Nagar,77.167248,28.702757,77.170962,28.7157508187,
103EXTN,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
103EXTN,G.T.K. Depot,Badli G.T. Road,77.1583198811,28.731536134,77.1529000243,28.7416424468,
103EXTN,Badli G.T. Road,Nangli Poonam,77.1529000243,28.7416424468,77.143,28.772,
103EXTN,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
103EXTN,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
103EXTN,Ali Pur,Ali Pur Garhi,77.1395071983,28.7963520569,77.1277266528,28.798020701,
103EXTN,Ali Pur Garhi,Minda Farm,77.1277266528,28.798020701,77.1223045734,28.7977103339,
103EXTN,Minda Farm,Shah Pur Garhi,77.1223045734,28.7977103339,77.102,28.817,
103EXTN,Shah Pur Garhi,Narela Industrial Area E-Block,77.102,28.817,77.097,28.826,
103STL,Azadpur Terminal,Adarsh Nagar,77.177743,28.708115,77.170962,28.7157508187,13
103STL,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
103STL,G.T.K. Depot,Libas Pur G.T. Road,77.1583198811,28.731536134,77.15,28.751,
103STL,Libas Pur G.T. Road,Nangli Poonam,77.15,28.751,77.143,28.772,
103STL,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
103STL,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
103STL,Ali Pur,Ali Pur Garhi,77.1395071983,28.7963520569,77.1277266528,28.798020701,
103STL,Ali Pur Garhi,Minda Farm,77.1277266528,28.798020701,77.1223045734,28.7977103339,
103STL,Minda Farm,Shah Pur Garhi,77.1223045734,28.7977103339,77.102,28.817,
103STL,Shah Pur Garhi,Bhor Garh,77.102,28.817,77.0946150086,28.8292975832,
103STL,Bhor Garh,Narela Terminal,77.0946150086,28.8292975832,77.088,28.852,
103STL,Narela Terminal,A7 Raja Harish Chandra Hospital Narela,77.088,28.852,77.102,28.839,
104,Shivaji Stadium,Mandi House,77.215,28.632,77.234,28.625,9
104,Mandi House,Delhi Gate,77.234,28.625,77.2408488688,28.6411455393,
104,Delhi Gate,Red Fort,77.2408488688,28.6411455393,77.236,28.654,
104,Red Fort,ISBT / Kashmiri Gate,77.236,28.654,77.229,28.666,
104,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
104,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
104,G.T.B. Nagar,Nirankari Colony,77.2060021632,28.698215324,77.204,28.714,
104,Nirankari Colony,Jharoda Village,77.204,28.714,77.208926,28.730753,
105,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,10
105,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
105,G.T.B. Nagar,Nirankari Colony,77.2060021632,28.698215324,77.204,28.714,
105,Nirankari Colony,Jharoda Dairy X-ing,77.204,28.714,77.1974515521,28.7348975169,
105,Jharoda Dairy X-ing,Burari Village,77.1974515521,28.7348975169,77.1990875835,28.7544058888,
105,Burari Village,Ibrahim Pur,77.1990875835,28.7544058888,77.1770799406,28.7751563256,
105,Ibrahim Pur,Hiranki,77.1770799406,28.7751563256,77.1793661,28.7987932944,
105,Hiranki,Mukhmel Pur,77.1793661,28.7987932944,77.159,28.792,
106,Fatehpuri,Mori Gate,77.223935,28.660643,77.221,28.666,22
106,Mori Gate,Ice Factory,77.221,28.666,77.209181,28.666948,
106,Ice Factory,Kamla Nagar Clock Tower,77.209181,28.666948,77.20151,28.677784,
106,Kamla Nagar Clock Tower,R.P. Bagh,77.20151,28.677784,77.193,28.688,
106,R.P. Bagh,Bara Bagh,77.193,28.688,77.183079,28.701728,
106,Bara Bagh,Adarsh Nagar,77.183079,28.701728,77.170962,28.7157508187,
106,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
106,G.T.K. Depot,Haider Pur Water Works,77.1583198811,28.731536134,77.140706673,28.7212643486,
106,Haider Pur Water Works,ESI Hospital Rohini,77.140706673,28.7212643486,77.126769,28.726496,
106,ESI Hospital Rohini,Rohini Sector 16,77.126769,28.726496,77.128,28.736,
106,Rohini Sector 16,Shahbad Daulat Pur,77.128,28.736,77.111,28.745,
106,Shahbad Daulat Pur,Prahladpur,77.111,28.745,77.294,28.5,
106,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
106,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
106,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
106,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
106,Bawana,Harewali Village,77.0391768529,28.8019489703,77.0078168168,28.8318248392,
106,Harewali Village,Auchandi Border,77.0078168168,28.8318248392,76.9952309,28.8213842,
106,Auchandi Border,Mungesh Pur,76.9952309,28.8213842,76.9734840688,28.8172090068,
106,Mungesh Pur,Qutubgarh Border,76.9734840688,28.8172090068,76.9624593,28.8036692,
106,Qutubgarh Border,Qutubgarh Border,76.9624593,28.8036692,76.9624593,28.8036692,
106A,Old Delhi Railway Station,ISBT / Kashmiri Gate,77.224,28.66,77.229,28.666,17
106A,ISBT / Kashmiri Gate,Ice Factory,77.229,28.666,77.209181,28.666948,
106A,Ice Factory,Clock Tower / Police Station Roshanara Road,77.209181,28.666948,77.2021686226,28.6757557941,
106A,Clock Tower / Police Station Roshanara Road,R.P. Bagh,77.2021686226,28.6757557941,77.193,28.688,
106A,R.P. Bagh,Bara Bagh,77.193,28.688,77.183079,28.701728,
106A,Bara Bagh,Adarsh Nagar,77.183079,28.701728,77.170962,28.7157508187,
106A,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
106A,G.T.K. Depot,Sameypur,77.1583198811,28.731536134,77.146,28.742,
106A,Sameypur,Badli Railway Station,77.146,28.742,77.1372381847,28.7453477905,
106A,Badli Railway Station,Shahbad Daulat Pur,77.1372381847,28.7453477905,77.111,28.745,
106A,Shahbad Daulat Pur,Shahbad Dairy,77.111,28.745,77.096,28.746,
106A,Shahbad Dairy,Prahladpur,77.096,28.746,77.294,28.5,
106A,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
106A,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
106A,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
106A,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
107,Fatehpuri,Mori Gate,77.223935,28.660643,77.221,28.666,18
107,Mori Gate,S.T.A. Office,77.221,28.666,77.2185004114,28.6789797,
107,S.T.A. Office,Old Secretariat,77.2185004114,28.6789797,77.222,28.683,
107,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
107,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
107,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
107,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
107,G.T.K. Depot,Rohini Sector 18,77.1583198811,28.731536134,77.1351548754,28.7391999068,
107,Rohini Sector 18,Shahbad Daulat Pur,77.1351548754,28.7391999068,77.111,28.745,
107,Shahbad Daulat Pur,Shahbad Dairy,77.111,28.745,77.096,28.746,
107,Shahbad Dairy,Prahladpur,77.096,28.746,77.294,28.5,
107,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
107,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
107,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
107,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
107,Bawana,Bajitpur,77.0391768529,28.8019489703,77.003,28.808,
107,Bajitpur,Katewara Village,77.003,28.808,76.975,28.804,
108,Balak Ram Hospital,Khalsa College,77.223186,28.705079,77.187,28.653,11
108,Khalsa College,Shakti Nagar Nangia Park,77.187,28.653,77.196,28.68,
108,Shakti Nagar Nangia Park,Gulabi Bagh,77.196,28.68,77.1887087627,28.6751539029,
108,Gulabi Bagh,Shastri Nagar E-Block,77.1887087627,28.6751539029,77.177,28.67,
108,Shastri Nagar E-Block,Zakhira,77.177,28.67,77.165,28.668,
108,Zakhira,Moti Nagar,77.165,28.668,77.144,28.658,
108,Moti Nagar,Police Station Kirti Nagar,77.144,28.658,77.142,28.648,
108,Police Station Kirti Nagar,Maya Puri Depot,77.142,28.648,77.128,28.636,
108,Maya Puri Depot,Beri Wala Bagh,77.128,28.636,77.1121587,28.6311506,
108,Beri Wala Bagh,Hari Nagar Clock Tower,77.1121587,28.6311506,77.1101897103,28.6250047386,
108,Hari Nagar Clock Tower,Nehru Vihar,77.1101897103,28.6250047386,77.222,28.711,
108,Nehru Vihar,Nehru Vihar Xing,77.222,28.711,77.226,28.708,43
108,Nehru Vihar Xing,Police Station Timarpur,77.226,28.708,77.224,28.707,
108,Police Station Timarpur,Balak Ram Hospital,77.224,28.707,77.223186,28.705079,
108,Balak Ram Hospital,Timar Pur,77.223186,28.705079,77.22,28.698,
108,Timar Pur,Timarpur BD Estate,77.22,28.698,77.22,28.697,
108,Timarpur BD Estate,Mall Road,77.22,28.697,77.218,28.693,
108,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
108,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
108,I.N.S. Hostel,Khalsa College,77.212,28.696,77.187,28.653,
108,Khalsa College,Patel Chest,77.187,28.653,77.208,28.691,
108,Patel Chest,Sri Ram College,77.208,28.691,77.206,28.688,
108,Sri Ram College,Maurice Nagar,77.206,28.688,77.205,28.686,
108,Maurice Nagar,Kamla Nagar/ Roop Nagar,77.205,28.686,77.202,28.684,
108,Kamla Nagar/ Roop Nagar,Shakti Nagar Nangia Park,77.202,28.684,77.196,28.68,
108,Shakti Nagar Nangia Park,Chowki No 2 / Gulabi Bagh Crossing,77.196,28.68,77.188,28.677,
108,Chowki No 2 / Gulabi Bagh Crossing,Gulabi Bagh,77.188,28.677,77.1887087627,28.6751539029,
108,Gulabi Bagh,Shastri Nagar A Block,77.1887087627,28.6751539029,77.186,28.672,
108,Shastri Nagar A Block,Subhadra Colony,77.186,28.672,77.184,28.671,
108,Subhadra Colony,Shastri Nagar Metro Station,77.184,28.671,77.18,28.669,
108,Shastri Nagar Metro Station,Shastri Nagar E-Block,77.18,28.669,77.177,28.67,
108,Shastri Nagar E-Block,Shastri Nagar Shiv Mandir,77.177,28.67,77.173,28.671,
108,Shastri Nagar Shiv Mandir,Inder Lok Metro Station,77.173,28.671,77.169,28.672,
108,Inder Lok Metro Station,Inderlok,77.169,28.672,77.166,28.67,
108,Inderlok,Zakhira,77.166,28.67,77.165,28.668,
108,Zakhira,DCM Chemical,77.165,28.668,77.159,28.665,
108,DCM Chemical,S.B.Mills,77.159,28.665,77.154,28.663,
108,S.B.Mills,Campa Cola,77.154,28.663,77.151,28.661,
108,Campa Cola,ESI Dispensary,77.151,28.661,77.148,28.66,
108,ESI Dispensary,Moti Nagar,77.148,28.66,77.144,28.658,
108,Moti Nagar,Kirti Nagar,77.144,28.658,77.137,28.655,
108,Kirti Nagar,F Block Kirti Nagar,77.137,28.655,77.143,28.648,
108,F Block Kirti Nagar,Police Station Kirti Nagar,77.143,28.648,77.142,28.648,
108,Police Station Kirti Nagar,Lakkad Mandi (Mansarovar Garden),77.142,28.648,77.131,28.637,
108,Lakkad Mandi (Mansarovar Garden),Maya Puri Depot,77.131,28.637,77.128,28.636,
108,Maya Puri Depot,Government Press Mayapuri,77.128,28.636,77.124806,28.6340047,
108,Government Press Mayapuri,Metal Forging,77.124806,28.6340047,77.123,28.629,
108,Metal Forging,DDA Flats Hari Nagar,77.123,28.629,77.119,28.63,
108,DDA Flats Hari Nagar,Swarg Ashram,77.119,28.63,77.114,28.63,
108,Swarg Ashram,Beri Wala Bagh,77.114,28.63,77.1121587,28.6311506,
108,Beri Wala Bagh,Beri Wala Bagh,77.1121587,28.6311506,77.1121587,28.6311506,
108,Beri Wala Bagh,DDU Hospital,77.1121587,28.6311506,77.111,28.628,
108,DDU Hospital,Hari Nagar Clock Tower,77.111,28.628,77.1101897103,28.6250047386,
108CLUSTER,Nehru Vihar,Nehru Vihar Xing,77.222,28.711,77.226,28.708,43
108CLUSTER,Nehru Vihar Xing,Police Station Timarpur,77.226,28.708,77.224,28.707,
108CLUSTER,Police Station Timarpur,Balak Ram Hospital,77.224,28.707,77.223186,28.705079,
108CLUSTER,Balak Ram Hospital,Timar Pur,77.223186,28.705079,77.22,28.698,
108CLUSTER,Timar Pur,Timarpur BD Estate,77.22,28.698,77.22,28.697,
108CLUSTER,Timarpur BD Estate,Mall Road,77.22,28.697,77.218,28.693,
108CLUSTER,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
